/198.178.121.55,/192.168.1.106,80,58127,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:28 NPT 2013
/192.168.1.106,/198.178.121.55,58127,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:28 NPT 2013
/192.168.1.106,/198.178.121.55,58127,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:28 NPT 2013
/198.178.121.55,/192.168.1.106,80,58127,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:28 NPT 2013
/198.178.121.55,/192.168.1.106,80,58130,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:29 NPT 2013
/198.178.121.55,/192.168.1.106,80,58129,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:29 NPT 2013
/192.168.1.106,/198.178.121.55,58130,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:29 NPT 2013
/192.168.1.106,/198.178.121.55,58129,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:29 NPT 2013
/198.178.121.55,/192.168.1.106,80,58132,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:29 NPT 2013
/192.168.1.106,/198.178.121.55,58132,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:29 NPT 2013
/192.168.1.106,/198.178.121.55,58130,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:33 NPT 2013
/192.168.1.106,/198.178.121.55,58132,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:33 NPT 2013
/192.168.1.106,/198.178.121.55,58129,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:33 NPT 2013
/198.178.121.55,/192.168.1.106,80,58130,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:34 NPT 2013
/198.178.121.55,/192.168.1.106,80,58132,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:34 NPT 2013
/198.178.121.55,/192.168.1.106,80,58129,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:16:34 NPT 2013
/192.168.1.106,/198.178.121.55,58130,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:34 NPT 2013
/192.168.1.106,/198.178.121.55,58132,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:34 NPT 2013
/192.168.1.106,/198.178.121.55,58129,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:16:34 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:17:16 NPT 2013
/192.168.1.106,/108.160.162.48,49205,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:17:16 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:17:16 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58139,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.1,/192.168.1.106,80,58139,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:02 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.1,/192.168.1.106,80,58140,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58140,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:06 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.1,/192.168.1.106,80,58141,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:08 NPT 2013
/192.168.1.106,/192.168.1.1,58141,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:08 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:12 NPT 2013
/192.168.1.106,/108.160.162.48,49205,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:18:12 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:18:12 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:19:09 NPT 2013
/192.168.1.106,/108.160.162.48,49205,80,00:22:fb:97:56:f6,a0:f3:c1:7a:f4:51,Sat Aug 24 10:19:09 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:19:09 NPT 2013
/108.160.162.48,/192.168.1.106,80,49205,a0:f3:c1:7a:f4:51,00:22:fb:97:56:f6,Sat Aug 24 10:20:04 NPT 2013
/192.,,,,,,
